target_id,regression_order,role,quantity,value,unit,species,solvent,T_K,P_bar,composition_basis,composition_value,basis,source_classification,source_id,source_locator,source_row,underlying_reference,extraction,source_sha256,uncertainty_value,uncertainty_unit,uncertainty_meaning,tracer_status
figiel2025-hamer-kbr-156,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.595,1,KBr,water,298.15,1,formula-unit molality,1.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 157,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-157,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.593,1,KBr,water,298.15,1,formula-unit molality,2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 158,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-158,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.592,1,KBr,water,298.15,1,formula-unit molality,2.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 159,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-159,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.595,1,KBr,water,298.15,1,formula-unit molality,3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 160,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-160,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.6,1,KBr,water,298.15,1,formula-unit molality,3.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 161,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-161,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.608,1,KBr,water,298.15,1,formula-unit molality,4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 162,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-162,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.617,1,KBr,water,298.15,1,formula-unit molality,4.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 163,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-163,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.626,1,KBr,water,298.15,1,formula-unit molality,5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 164,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kbr-164,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.637,1,KBr,water,298.15,1,formula-unit molality,5.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 29; retained Validation source packet",retained CSV row 165,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-nabr-methanol-001,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.718,1,NaBr,methanol,298.15,1,formula-unit molality,0.0102,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 2,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-002,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.566,1,NaBr,methanol,298.15,1,formula-unit molality,0.0427,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 3,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-003,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.511,1,NaBr,methanol,298.15,1,formula-unit molality,0.0721,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 4,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-004,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.497,1,NaBr,methanol,298.15,1,formula-unit molality,0.0826,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 5,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-005,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.472,1,NaBr,methanol,298.15,1,formula-unit molality,0.1092,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 6,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-006,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.464,1,NaBr,methanol,298.15,1,formula-unit molality,0.1214,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 7,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-007,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.451,1,NaBr,methanol,298.15,1,formula-unit molality,0.141,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 8,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-008,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.446,1,NaBr,methanol,298.15,1,formula-unit molality,0.15,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 9,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-009,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.436,1,NaBr,methanol,298.15,1,formula-unit molality,0.1685,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 10,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-010,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.419,1,NaBr,methanol,298.15,1,formula-unit molality,0.1846,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 11,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-011,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.408,1,NaBr,methanol,298.15,1,formula-unit molality,0.2088,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 12,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-012,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.369,1,NaBr,methanol,298.15,1,formula-unit molality,0.4246,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 13,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-013,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.362,1,NaBr,methanol,298.15,1,formula-unit molality,0.5517,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 14,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-014,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.365,1,NaBr,methanol,298.15,1,formula-unit molality,0.8492,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 15,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-015,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.37,1,NaBr,methanol,298.15,1,formula-unit molality,1.03,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 16,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-016,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.375,1,NaBr,methanol,298.15,1,formula-unit molality,1.1315,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 17,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-017,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.391,1,NaBr,methanol,298.15,1,formula-unit molality,1.3479,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 18,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-methanol-018,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.408,1,NaBr,methanol,298.15,1,formula-unit molality,1.5131,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-7,Figiel main paper Figure 7; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_07/source/methanol-NaBr.csv,retained CSV row 19,SI ref 7 / main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",0db6b65d2fbd68724a65f7537884eb558d823411034333cbbfa9a3f25d9ef975,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-001,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.6654,1,NaBr,ethanol,298.15,1,formula-unit molality,0.005689,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 2,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-002,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.6051,1,NaBr,ethanol,298.15,1,formula-unit molality,0.00876,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 3,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-003,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.5712,1,NaBr,ethanol,298.15,1,formula-unit molality,0.0117,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 4,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-004,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.4996,1,NaBr,ethanol,298.15,1,formula-unit molality,0.02013,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 5,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-005,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.4461,1,NaBr,ethanol,298.15,1,formula-unit molality,0.02995,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 6,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-006,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.416,1,NaBr,ethanol,298.15,1,formula-unit molality,0.03782,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 7,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-007,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.3828,1,NaBr,ethanol,298.15,1,formula-unit molality,0.04955,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 8,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-008,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.3637,1,NaBr,ethanol,298.15,1,formula-unit molality,0.05827,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 9,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-009,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.3477,1,NaBr,ethanol,298.15,1,formula-unit molality,0.06589,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 10,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-010,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.3362,1,NaBr,ethanol,298.15,1,formula-unit molality,0.07719,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 11,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
figiel2025-nabr-ethanol-011,b,solvent_solvation_factor_fit,stoichiometric_mean_ionic_activity_coefficient,0.3234,1,NaBr,ethanol,298.15,1,formula-unit molality,0.08981,molality-scale gamma_pm with the infinitely dilute solution reference state,missing-primary-source,retained-lab-figure-8-bottom-panel,Figiel main paper Figure 8 bottom panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_08/source/ethanol-NaBr.csv,retained CSV row 12,main-paper ref 77,"Exact retained lab value; the lab CSV has no primary-paper extraction receipt, so it is not relabeled direct or digitized.",60aa410a42fad8f3b27169dbb7612a76015ca626ada23747b150362c37b4ccae,,,No uncertainty is reported in the retained lab CSV.,later_capability_gate
